a,b,c,d,e,f,g,h,x,y,calls
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076622674,  -0.003931997312027,   23.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077611729,  -0.003929256350364,   13.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076743036,  -0.003931991524843,   16.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076256653,  -0.003931451759621,   20.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077122104,  -0.003931377880234,   30.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076484295,  -0.003931890877349,   10.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077517324,  -0.003929781376787,  143.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077913340,  -0.003927209644517,   23.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076431080,  -0.003931817677735,   22.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076893016,  -0.003931856599133,   15.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076793109,  -0.003931962217761,   14.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075810582,  -0.003929633808784,   20.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076296111,  -0.003931551454126,   17.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076419175,  -0.003931798845235,   20.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077129559,  -0.003931356781756,  257.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076118379,  -0.003931024160402,   16.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077682213,  -0.003928828370456,    2.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076462944,  -0.003931863664211,  176.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075844960,  -0.003929819204027,  132.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077008169,  -0.003931657083575,   13.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.078373245,  -0.003923012025466,   17.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075055032,  -0.003923634145707,   11.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076140863,  -0.003931101985417,   24.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075279404,  -0.003925801732895,   19.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076362715,  -0.003931697284386,   20.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076675231,  -0.003932006026231,   22.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077796291,  -0.003928070604110,   12.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077077877,  -0.003931495909731,   15.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075385092,  -0.003926709481657,   24.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076549186,  -0.003931955870434,  157.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077816531,  -0.003927927762865,   13.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075324040,  -0.003926193938528,  131.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076623140,  -0.003931997465805,   17.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075065503,  -0.003923742585589,   21.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076486560,  -0.003931893595532,   22.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076153132,  -0.003931143094042,  141.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076893860,  -0.003931855439184,   13.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077188106,  -0.003931178996554,  132.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.078208669,  -0.003924662976861,    9.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.078126095,  -0.003925428906013,    2.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076019805,  -0.003930644865255,   25.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076235249,  -0.003931393536001,   19.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076285798,  -0.003931526353225,   15.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075264082,  -0.003925664119758,  303.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076582640,  -0.003931978968468,   12.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077202655,  -0.003931131494512,   22.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.075315706,  -0.003926121691909,   15.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076098965,  -0.003930954363916,   23.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.076145123,  -0.003931116368601,   19.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.078293911,  -0.003923828517595,    2.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.078301623,  -0.003923750840399,   20.0
 50.00,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,  0.90,.077696105,  -0.003928740388394,   19.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076941630,  -0.003931782519029,   24.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075503195,  -0.003927638293161,   11.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077023251,  -0.003931624791790,  128.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075926371,  -0.003930228004604,   10.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076121155,  -0.003931033942147,   27.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078223692,  -0.003924519135127,  132.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077611294,  -0.003929258896669,  136.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075965931,  -0.003930411324083,   18.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075803502,  -0.003929594687164,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075784657,  -0.003929488983909,   15.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075998998,  -0.003930556868191,   15.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075102892,  -0.003924123984843,   25.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077177795,  -0.003931211858482,   24.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075289499,  -0.003925891569904,   21.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076642272,  -0.003932002600445,    4.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076769924,  -0.003931977750467,   13.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078271656,  -0.003924050663194,   13.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078447614,  -0.003922211759593,   19.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075670409,  -0.003928799293382,   19.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075333174,  -0.003926272608578,   12.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077644763,  -0.003929059594003,   10.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077469221,  -0.003930027642917,   24.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077171582,  -0.003931231341254,   25.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076044041,  -0.003930743875922,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077211524,  -0.003931101888240,   16.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075344686,  -0.003926370983104,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077075656,  -0.003931501514229,   20.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076755462,  -0.003931985725318,  147.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077000266,  -0.003931673435200,  128.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077188041,  -0.003931179204210,   16.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075481539,  -0.003927474737578,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076410021,  -0.003931783751186,   21.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077938479,  -0.003927013725352,   25.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075632425,  -0.003928551382644,  124.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076165596,  -0.003931183872223,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077607476,  -0.003929281189378,   24.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076003702,  -0.003930577003743,  137.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075524127,  -0.003927793502631,   21.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075306584,  -0.003926042092405,   18.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076556631,  -0.003931961622642,  248.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076787877,  -0.003931966018185,   12.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075905939,  -0.003930129396644,  129.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076491904,  -0.003931899878861,   16.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075905220,  -0.003930125882171,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075986309,  -0.003930501844295,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077369411,  -0.003930492760836,  135.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078202867,  -0.003924718156789,   19.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077865307,  -0.003927573170887,   14.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.074928431,  -0.003922266365198,   14.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077969248,  -0.003926768640747,   18.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076314783,  -0.003931595180954,   15.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076262211,  -0.003931466401246,   10.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078145584,  -0.003925251895254,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076254855,  -0.003931446980083,   14.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075200460,  -0.003925076401036,    2.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077386961,  -0.003930415465632,   23.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076746211,  -0.003931990135231,   13.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078096881,  -0.003925689890562,   18.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077311522,  -0.003930734133981,   15.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078452345,  -0.003922159715781,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075737447,  -0.003929214159406,   19.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078268301,  -0.003924083886741,   12.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076833481,  -0.003931927095045,   12.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076718495,  -0.003932000120459,   13.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076226152,  -0.003931367906604,    3.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.074958619,  -0.003922602012452,   13.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076258604,  -0.003931456922384,   24.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075837977,  -0.003929782155494,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075465552,  -0.003927352048341,  244.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076744838,  -0.003931990743786,   12.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077754648,  -0.003928356529153,   12.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078256763,  -0.003924197632053,  133.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077660051,  -0.003928966251682,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077670333,  -0.003928902660747,    1.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077666515,  -0.003928926346231,   14.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078198003,  -0.003924764251572,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076685407,  -0.003932005699002,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077267307,  -0.003930904429372,   16.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077885190,  -0.003927424416540,  460.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.074979869,  -0.003922834707999,   23.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077768396,  -0.003928263320342,   12.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076632483,  -0.003932000262122,  122.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075242547,  -0.003925468127496,   26.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075706732,  -0.003929027670557,   20.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076570028,  -0.003931971091785,  113.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077021287,  -0.003931629077781,  123.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077882385,  -0.003927445545297,   21.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077663416,  -0.003928945513179,   24.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.075399568,  -0.003926828180648,  130.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076424560,  -0.003931807474536,   20.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.074972321,  -0.003922752385064,   21.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077614474,  -0.003929240261322,   20.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076953583,  -0.003931762032373,   11.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076135750,  -0.003931084572008,   17.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077032463,  -0.003931604368446,   25.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078456453,  -0.003922114406401,  119.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.077986550,  -0.003926628272363,  125.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.078017129,  -0.003926375673419,    2.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076561914,  -0.003931965492639,   19.0
 50.00,  0.50,  0.90,  0.10,  0.90,  0.10,  0.50,  0.10,.076026504,  -0.003930672608769,  147.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077962885,  -0.003926819805085,   28.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075700436,  -0.003928988692220,  973.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077519942,  -0.003929767562542,   18.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077016918,  -0.003931638524248,    3.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075326501,  -0.003926215187776,   44.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074945156,  -0.003922453057646,   76.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075654631,  -0.003928697444710,  142.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076344424,  -0.003931660043262,   72.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074928372,  -0.003922265693456,   57.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075298820,  -0.003925973922242,   72.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077740223,  -0.003928453082481,  151.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075187631,  -0.003924954711612,   61.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078300548,  -0.003923761682657,    5.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077657742,  -0.003928980441817,  266.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077419330,  -0.003930267877858,    8.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075578270,  -0.003928181859189,   51.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078406537,  -0.003922657950174,   78.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074991159,  -0.003922957141975,  244.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078376971,  -0.003922972727078,    5.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075630645,  -0.003928539537316,   62.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077266884,  -0.003930905999061,   90.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078100911,  -0.003925654193449,   60.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076728591,  -0.003931997043639,   80.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077124374,  -0.003931371493144,   10.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075042681,  -0.003923505308196,   59.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074999784,  -0.003923050111419,   10.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076061707,  -0.003930813679186,   32.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075585054,  -0.003928229184921,  582.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074998509,  -0.003923036402660,   22.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075145496,  -0.003924547486805,  229.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078303383,  -0.003923733054270,   50.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077654532,  -0.003929000112741,   44.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075021649,  -0.003923283624423,   92.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077130110,  -0.003931355206025,   15.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077318097,  -0.003930707769569,  356.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075783455,  -0.003929482166717,   27.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075527331,  -0.003927817016559,  182.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075053274,  -0.003923615863013,   44.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075027762,  -0.003923348360531,  122.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078370758,  -0.003923038198690,   67.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075538187,  -0.003927896176589,   85.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075115035,  -0.003924245896413,  415.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077848312,  -0.003927698387173,   50.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077500831,  -0.003929867434236,   15.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075231398,  -0.003925365479933,  331.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077246482,  -0.003930980415186,  481.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075650476,  -0.003928670355292,   31.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076251606,  -0.003931438294153,   65.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075564041,  -0.003928081628415,    8.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074966851,  -0.003922692502762,  311.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078265934,  -0.003924107286612,  196.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077380510,  -0.003930444102036,   62.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074967113,  -0.003922695375696,   96.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076365997,  -0.003931703741300,  135.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078454294,  -0.003922138227337,   37.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075291475,  -0.003925909074144,  223.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075048307,  -0.003923564118110,  223.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074969316,  -0.003922719518865,   57.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078337803,  -0.003923381535997,   13.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076182389,  -0.003931237249087,  114.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.078147763,  -0.003925231960157,  373.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077658019,  -0.003928978739780,  192.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075186141,  -0.003924940503898,   52.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076552108,  -0.003931958169486,   66.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076837716,  -0.003931922816986,   73.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077384072,  -0.003930428322985,  323.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075697102,  -0.003928967947326,    6.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077187078,  -0.003931182300852,  150.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074917502,  -0.003922143381711, 1076.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077316091,  -0.003930715839660,  456.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075575622,  -0.003928163304003,  116.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077170348,  -0.003931235181286,   47.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.076421167,  -0.003931802059007,  217.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077966625,  -0.003926789758808,   11.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.074951621,  -0.003922524726559,  105.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075309187,  -0.003926064861109,  138.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075698627,  -0.003928977445632,   10.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.077519440,  -0.003929770213973,  131.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075195313,  -0.003925027703203,  107.0
 50.00,  0.90,  0.10,  0.50,  0.10,  0.50,  0.90,  0.90,.075031017,  -0.003923382725565,  134.0
